idx	stored	current	delta	agree	sentence
4138	1888	1888	0.049128	1	I hope I do no wrong, Mr. Starbuck.
4139	548	548	0.516547	1	It is the captain’s orders—grog for the harpooneer on a whale.” “Enough,” replied Starbuck, “only don’t hit him again, b
4140	882	882	0.021719	1	What were you about saying, sir?” “Only this: go down with him, and get what thou wantest thyself.” When Stubb reappeare
4141	2496	2496	0.500413	1	The first contained strong spirits, and was handed to Queequeg; the second was Aunt Charity’s gift, and that was freely 
4142	1888	1888	0.468773	1	Stubb and Flask kill a Right Whale; and Then Have a Talk over Him.
4143	1888	1888	0.156281	1	It must be borne in mind that all this time we have a Sperm Whale’s prodigious head hanging to the Pequod’s side.
4144	1763	1763	0.458030	1	But we must let it continue hanging there a while till we can get a chance to attend to it.
4145	2073	2073	0.141892	1	For the present other matters press, and the best we can do now for the head, is to pray heaven the tackles may hold.
4146	2073	2073	0.162636	1	Now, during the past night and forenoon, the Pequod had gradually drifted into a sea, which, by its occasional patches o
4147	1594	1594	0.340895	1	And though all hands commonly disdained the capture of those inferior creatures; and though the Pequod was not commissio
4148	674	674	0.376837	1	Nor was this long wanting.
4149	1888	1888	0.228831	1	Tall spouts were seen to leeward; and two boats, Stubb’s and Flask’s, were detached in pursuit.
4150	1888	1888	0.011401	1	Pulling further and further away, they at last became almost invisible to the men at the mast-head.
4151	1642	1642	0.607728	1	But suddenly in the distance, they saw a great heap of tumultuous white water, and soon after news came from aloft that 
4152	2073	2073	0.219410	1	An interval passed and the boats were in plain sight, in the act of being dragged right towards the ship by the towing w
4153	1935	1935	0.352172	1	So close did the monster come to the hull, that at first it seemed as if he meant it malice; but suddenly going down in 
4154	2659	2659	0.243794	1	“Cut, cut!” was the cry from the ship to the boats, which, for one instant, seemed on the point of being brought with a 
4155	2219	2219	0.017115	1	But having plenty of line yet in the tubs, and the whale not sounding very rapidly, they paid out abundance of rope, and
4156	2874	2874	0.125046	1	For a few minutes the struggle was intensely critical; for while they still slacked out the tightened line in one direct
4157	746	746	1.116988	1	But it was only a few feet advance they sought to gain.
4158	1594	1594	0.215754	1	And they stuck to it till they did gain it; when instantly, a swift tremor was felt running like lightning along the kee
4159	2073	2073	0.004836	1	But the fagged whale abated his speed, and blindly altering his course, went round the stern of the ship towing the two 
4160	541	541	0.615098	1	Meantime, they hauled more and more upon their lines, till close flanking him on both sides, Stubb answered Flask with l
4161	2215	2215	0.135738	1	At last his spout grew thick, and with a frightful roll and vomit, he turned upon his back a corpse.
4162	1695	1695	0.016234	1	While the two headsmen were engaged in making fast cords to his flukes, and in other ways getting the mass in readiness 
4163	688	688	0.080930	1	“I wonder what the old man wants with this lump of foul lard,” said Stubb, not without some disgust at the thought of ha
4164	1790	1790	0.017961	1	“Wants with it?” said Flask, coiling some spare line in the boat’s bow, “did you never hear that the ship which but once
4165	1888	1888	0.017424	1	“I don’t know, but I heard that gamboge ghost of a Fedallah saying so, and he seems to know all about ships’ charms.
4166	8	8	0.206539	1	But I sometimes think he’ll charm the ship to no good at last.
4167	8	8	0.094250	1	I don’t half like that chap, Stubb.
4168	2874	2874	0.164636	1	Did you ever notice how that tusk of his is a sort of carved into a snake’s head, Stubb?” “Sink him!
4169	3055	3055	0.112029	1	I never look at him at all; but if ever I get a chance of a dark night, and he standing hard by the bulwarks, and no one
4170	1888	1888	0.576989	1	Flask, I take that Fedallah to be the devil in disguise.
4171	1888	1888	0.083565	1	Do you believe that cock and bull story about his having been stowed away on board ship?
4172	8	8	0.175417	1	He’s the devil, I say.
4173	2874	2874	0.051676	1	The reason why you don’t see his tail, is because he tucks it up out of sight; he carries it coiled away in his pocket, 
4174	8	8	0.114441	1	now that I think of it, he’s always wanting oakum to stuff into the toes of his boots.” “He sleeps in his boots, don’t h
4175	1613	1613	0.522906	1	He hasn’t got any hammock; but I’ve seen him lay of nights in a coil of rigging.” “No doubt, and it’s because of his cur
4176	1888	1888	0.235656	1	Stubb, you are skylarking; how can Fedallah do that?” “I don’t know, Flask, but the devil is a curious chap, and a wicke
4177	1102	1102	0.971512	1	Why, they say as how he went a sauntering into the old flag-ship once, switching his tail about devilish easy and gentle
4178	1843	1843	0.890605	1	Well, he was at home, and asked the devil what he wanted.
4179	688	688	0.572794	1	The devil, switching his hoofs, up and says, ‘I want John.’ ‘What for?’ says the old governor.
4180	1102	1102	0.028027	1	‘What business is that of yours,’ says the devil, getting mad,—‘I want to use him.’ ‘Take him,’ says the governor—and by
4181	1888	1888	0.029502	1	But look sharp—ain’t you all ready there?
4182	1843	1843	0.505835	1	Well, then, pull ahead, and let’s get the whale alongside.” “I think I remember some such story as you were telling,” sa
4183	1888	1888	0.583474	1	Adventures of those three bloody-minded soldadoes?
4184	1888	1888	0.129250	1	Did ye read it there, Flask?
4185	8	8	0.023380	1	I guess ye did?” “No: never saw such a book; heard of it, though.
4186	2145	2145	0.236989	1	But now, tell me, Stubb, do you suppose that that devil you was speaking of just now, was the same you say is now on boa
4187	674	674	0.009510	1	Doesn’t the devil live for ever; who ever heard that the devil was dead?
4188	1790	1790	0.310081	1	Did you ever see any parson a wearing mourning for the devil?
4189	8	8	0.370670	1	And if the devil has a latch-key to get into the admiral’s cabin, don’t you suppose he can crawl into a porthole?
4190	2874	2874	0.554017	1	Tell me that, Mr. Flask?” “How old do you suppose Fedallah is, Stubb?” “Do you see that mainmast there?” pointing to the
4191	2874	2874	0.274163	1	Nor all the coopers in creation couldn’t show hoops enough to make oughts enough.” “But see here, Stubb, I thought you a
4192	8	8	0.209908	1	Now, if he’s so old as all those hoops of yours come to, and if he is going to live for ever, what good will it do to pi
4193	2073	2073	0.131617	1	“Give him a good ducking, anyhow.” “But he’d crawl back.” “Duck him again; and keep ducking him.” “Suppose he should tak
4194	1888	1888	0.083424	1	Damn the devil, Flask; so you suppose I’m afraid of the devil?
4195	8	8	0.248737	1	Who’s afraid of him, except the old governor who daresn’t catch him and put him in double-darbies, as he deserves, but l
4196	8	8	0.216926	1	There’s a governor!” “Do you suppose Fedallah wants to kidnap Captain Ahab?” “Do I suppose it?
4197	8	8	0.553601	1	You’ll know it before long, Flask.
4198	2659	2659	0.193200	1	But I am going now to keep a sharp look-out on him; and if I see anything very suspicious going on, I’ll just take him b
4199	638	638	0.191897	1	Sell it for an ox whip when we get home;—what else?” “Now, do you mean what you say, and have been saying all along, Stu
4200	1156	1156	0.684046	1	“Didn’t I tell you so?” said Flask; “yes, you’ll soon see this right whale’s head hoisted up opposite that parmacetti’s.
4201	1594	1594	0.292003	1	As before, the Pequod steeply leaned over towards the sperm whale’s head, now, by the counterpoise of both heads, she re
4202	2496	2496	0.107914	1	So, when on one side you hoist in Locke’s head, you go over that way; but now, on the other side, hoist in Kant’s and yo
4203	1888	1888	0.004969	1	Thus, some minds for ever keep trimming boat.
4204	1098	1098	0.228059	1	throw all these thunder-heads overboard, and then you will float light and right.
4205	1594	1594	0.199106	1	In disposing of the body of a right whale, when brought alongside the ship, the same preliminary proceedings commonly ta
4206	690	690	0.050260	1	But nothing like this, in the present case, had been done.
4207	62	62	0.272523	1	The carcases of both whales had dropped astern; and the head-laden ship not a little resembled a mule carrying a pair of
4208	911	911	0.134773	1	Meantime, Fedallah was calmly eyeing the right whale’s head, and ever and anon glancing from the deep wrinkles there to 
4209	1473	1473	0.106527	1	And Ahab chanced so to stand, that the Parsee occupied his shadow; while, if the Parsee’s shadow was there at all it see
4210	935	935	0.624155	1	As the crew toiled on, Laplandish speculations were bandied among them, concerning all these passing things.
4211	1888	1888	0.069918	1	The Sperm Whale’s Head—Contrasted View.
4212	485	485	0.043986	1	Here, now, are two great whales, laying their heads together; let us join them, and lay together our own.
4213	801	801	0.220224	1	Of the grand order of folio leviathans, the Sperm Whale and the Right Whale are by far the most noteworthy.
4214	1594	1594	0.411750	1	They are the only whales regularly hunted by man.
