# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	522
case_id	branch	seed_id	variant	carrier_id	carrier	leading_prefix	first	connector	second	construction	continuation_id	continuation	string	n_tok	tokens	token_ids	pre_second_body_tokens	second_realised_tokens	completion_pos	completion_token	raw_pre_second_541	raw_completion_541	raw_completion_increment	raw_completion_best_other	raw_completion_best_other_value	raw_completion_margin	peak_541	peakpos_541	peak_token_541	best_other	best_other_peak	signed_541_margin	dest	retained_541	winner_peak	reported_delta	target_peaks_at_completion	baseline_variant	notes	lexical_pair_id
CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	BARE			right	by	left	right by left	NONE		right by left	3	["right", " by", " left"]	[3506, 416, 1364]	2	1	3	 left	-0.140932	2.351144	2.492076	971	2.97361	-0.622466	2.351144	3	 left	971	2.97361	-0.622466	971	0	2.97361	0.245283	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	BARE			right	after	left	right after left	NONE		right after left	3	["right", " after", " left"]	[3506, 706, 1364]	2	1	3	 left	-0.102582	0.070967	0.173549	776	1.924538	-1.853572	0.070967	3	 left	1888	2.727984	-2.657017	1888	0	2.727984	0.367114	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	V9_SPACE		 	right	and	left	right and left	NONE		 right and left	3	[" right", " and", " left"]	[826, 290, 1364]	2	1	3	 left	-0.02445	3.856177	3.880627	2659	3.379555	0.476621	3.856177	3	 left	2659	3.379555	0.476621	541	1	3.856177	0.476621	1	AND	canonical connector	
CONNECTOR_MATRIX__RIGHT_LEFT__OR__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	OR	V9_SPACE		 	right	or	left	right or left	NONE		 right or left	3	[" right", " or", " left"]	[826, 393, 1364]	2	1	3	 left	-0.005909	4.278705	4.284614	2659	3.863326	0.415379	4.278705	3	 left	2659	3.863326	0.415379	541	1	4.278705	0.415379	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__TO__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	TO	V9_SPACE		 	right	to	left	right to left	NONE		 right to left	3	[" right", " to", " left"]	[826, 284, 1364]	2	1	3	 left	-0.063805	3.152815	3.21662	429	2.600215	0.5526	3.152815	3	 left	1888	3.113197	0.039618	541	1	3.152815	0.039618	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__BY__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	V9_SPACE		 	right	by	left	right by left	NONE		 right by left	3	[" right", " by", " left"]	[826, 416, 1364]	2	1	3	 left	0.00131	2.985299	2.983988	971	2.869373	0.115926	2.985299	3	 left	1888	3.113197	-0.127898	1888	0	3.113197	0.127898	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__V9_SPACE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	V9_SPACE		 	right	after	left	right after left	NONE		 right after left	3	[" right", " after", " left"]	[826, 706, 1364]	2	1	3	 left	-0.140237	0.006205	0.146442	526	1.850109	-1.843904	0.006205	3	 left	1888	3.113197	-3.106992	1888	0	3.113197	0.410401	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	THE_PHRASE	the phrase 		right	and	left	right and left	NONE		the phrase right and left	5	["the", " phrase", " right", " and", " left"]	[1169, 9546, 826, 290, 1364]	4	1	5	 left	-0.018094	3.803968	3.822062	2659	3.855254	-0.051286	3.803968	5	 left	2659	3.855254	-0.051286	2659	0	3.855254	0.051286	1	AND	canonical connector	
CONNECTOR_MATRIX__RIGHT_LEFT__OR__THE_PHRASE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	OR	THE_PHRASE	the phrase 		right	or	left	right or left	NONE		the phrase right or left	5	["the", " phrase", " right", " or", " left"]	[1169, 9546, 826, 393, 1364]	4	1	5	 left	-0.002854	4.065291	4.068145	2659	4.034811	0.03048	4.065291	5	 left	2659	4.034811	0.03048	541	1	4.065291	0.03048	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__TO__THE_PHRASE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	TO	THE_PHRASE	the phrase 		right	to	left	right to left	NONE		the phrase right to left	5	["the", " phrase", " right", " to", " left"]	[1169, 9546, 826, 284, 1364]	4	1	5	 left	-0.033771	2.979013	3.012784	2463	2.491859	0.487153	2.979013	5	 left	2073	3.233148	-0.254136	2073	0	3.233148	0.254136	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__BY__THE_PHRASE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	THE_PHRASE	the phrase 		right	by	left	right by left	NONE		the phrase right by left	5	["the", " phrase", " right", " by", " left"]	[1169, 9546, 826, 416, 1364]	4	1	5	 left	-0.145014	2.570843	2.715857	971	2.58593	-0.015087	2.570843	5	 left	2073	3.233148	-0.662305	2073	0	3.233148	0.489397	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__THE_PHRASE__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	THE_PHRASE	the phrase 		right	after	left	right after left	NONE		the phrase right after left	5	["the", " phrase", " right", " after", " left"]	[1169, 9546, 826, 706, 1364]	4	1	5	 left	-0.103415	-0.018027	0.085389	2463	1.959636	-1.977663	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THEY_SAID__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AND	THEY_SAID	they said 		right	and	left	right and left	NONE		they said right and left	5	["they", " said", " right", " and", " left"]	[9930, 531, 826, 290, 1364]	4	1	5	 left	-0.012031	3.704689	3.716719	2659	3.790501	-0.085812	3.704689	5	 left	2659	3.790501	-0.085812	2659	0	3.790501	0.085812	1	AND	canonical connector	
CONNECTOR_MATRIX__RIGHT_LEFT__OR__THEY_SAID__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	OR	THEY_SAID	they said 		right	or	left	right or left	NONE		they said right or left	5	["they", " said", " right", " or", " left"]	[9930, 531, 826, 393, 1364]	4	1	5	 left	-0.000657	3.932039	3.932697	2659	4.153718	-0.221679	3.932039	5	 left	2659	4.153718	-0.221679	2659	0	4.153718	0.221679	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__TO__THEY_SAID__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	TO	THEY_SAID	they said 		right	to	left	right to left	NONE		they said right to left	5	["they", " said", " right", " to", " left"]	[9930, 531, 826, 284, 1364]	4	1	5	 left	-0.020091	2.586044	2.606134	2463	2.546443	0.0396	2.586044	5	 left	1959	2.998165	-0.412121	1959	0	2.998165	0.412121	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__BY__THEY_SAID__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	BY	THEY_SAID	they said 		right	by	left	right by left	NONE		they said right by left	5	["they", " said", " right", " by", " left"]	[9930, 531, 826, 416, 1364]	4	1	5	 left	-0.168761	1.201261	1.370022	2463	2.575057	-1.373796	1.201261	5	 left	1959	2.998165	-1.796904	1959	0	2.998165	0.423108	1	AND	connector substitution	
CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__THEY_SAID__NONE	CONNECTOR_MATRIX	RIGHT_LEFT	AFTER	THEY_SAID	they said 		right	after	left	right after left	NONE		they said right after left	5	["they", " said", " right", " after", " left"]	[9930, 531, 826, 706, 1364]	4	1	5	 left	-0.069239	-0.14602	-0.076781	776	2.055548	-2.201568	-0.000102	0	<BOS>	1959	2.998165	-2.998267	1959	0	2.998165	0.637295	0	AND	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__AND__BARE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	AND	BARE			true	and	false	true and false	NONE		true and false	3	["true", " and", " false"]	[7942, 290, 3991]	2	1	3	 false	-0.026605	3.019145	3.04575	2659	3.25924	-0.240095	3.019145	3	 false	2659	3.25924	-0.240095	2659	0	3.25924	0.160551	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	OR	BARE			true	or	false	true or false	NONE		true or false	3	["true", " or", " false"]	[7942, 393, 3991]	2	1	3	 false	-0.01409	3.620335	3.634425	2659	3.291609	0.328726	3.620335	3	 false	2659	3.291609	0.328726	541	1	3.620335	0.328726	1	OR	canonical connector	
CONNECTOR_MATRIX__TRUE_FALSE__TO__BARE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	TO	BARE			true	to	false	true to false	NONE		true to false	3	["true", " to", " false"]	[7942, 284, 3991]	2	1	3	 false	-0.080253	2.365303	2.445556	1888	2.086268	0.279035	2.365303	3	 false	2505	3.36087	-0.995567	2505	0	3.36087	0.262182	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__BY__BARE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	BY	BARE			true	by	false	true by false	NONE		true by false	3	["true", " by", " false"]	[7942, 416, 3991]	2	1	3	 false	-0.102147	1.437795	1.539942	971	2.146632	-0.708837	1.437795	3	 false	1888	3.098689	-1.660893	1888	0	3.098689	0.261426	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__AFTER__BARE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	AFTER	BARE			true	after	false	true after false	NONE		true after false	3	["true", " after", " false"]	[7942, 706, 3991]	2	1	3	 false	-0.084605	1.74533	1.829935	1790	2.026127	-0.280797	1.74533	3	 false	1888	3.098689	-1.353359	1888	0	3.098689	0.261426	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__AND__V9_SPACE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	AND	V9_SPACE		 	true	and	false	true and false	NONE		 true and false	3	[" true", " and", " false"]	[2081, 290, 3991]	2	1	3	 false	-0.01418	3.176968	3.191148	2659	3.456615	-0.279647	3.176968	3	 false	2659	3.456615	-0.279647	2659	0	3.456615	0.279647	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__OR__V9_SPACE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	OR	V9_SPACE		 	true	or	false	true or false	NONE		 true or false	3	[" true", " or", " false"]	[2081, 393, 3991]	2	1	3	 false	-0.0071	3.912809	3.91991	2659	3.472676	0.440133	3.912809	3	 false	2659	3.472676	0.440133	541	1	3.912809	0.440133	1	OR	canonical connector	
CONNECTOR_MATRIX__TRUE_FALSE__TO__V9_SPACE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	TO	V9_SPACE		 	true	to	false	true to false	NONE		 true to false	3	[" true", " to", " false"]	[2081, 284, 3991]	2	1	3	 false	-0.117678	2.042545	2.160222	1888	2.131583	-0.089038	2.042545	3	 false	2505	3.0592	-1.016655	2505	0	3.0592	0.041209	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__BY__V9_SPACE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	BY	V9_SPACE		 	true	by	false	true by false	NONE		 true by false	3	[" true", " by", " false"]	[2081, 416, 3991]	2	1	3	 false	-0.081304	1.208777	1.290081	971	2.000279	-0.791503	1.208777	3	 false	1888	3.01799	-1.809213	1888	0	3.01799	0.013369	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__AFTER__V9_SPACE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	AFTER	V9_SPACE		 	true	after	false	true after false	NONE		 true after false	3	[" true", " after", " false"]	[2081, 706, 3991]	2	1	3	 false	-0.067624	1.431974	1.499598	1790	2.071757	-0.639783	1.431974	3	 false	1888	3.01799	-1.586016	1888	0	3.01799	0.013369	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	AND	THE_PHRASE	the phrase 		true	and	false	true and false	NONE		the phrase true and false	5	["the", " phrase", " true", " and", " false"]	[1169, 9546, 2081, 290, 3991]	4	1	5	 false	-0.011208	3.255105	3.266313	2659	3.782234	-0.527129	3.255105	5	 false	2659	3.782234	-0.527129	2659	0	3.782234	0.527129	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__OR__THE_PHRASE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	OR	THE_PHRASE	the phrase 		true	or	false	true or false	NONE		the phrase true or false	5	["the", " phrase", " true", " or", " false"]	[1169, 9546, 2081, 393, 3991]	4	1	5	 false	-0.000885	3.946006	3.946892	2659	3.864766	0.08124	3.946006	5	 false	2659	3.864766	0.08124	541	1	3.946006	0.08124	1	OR	canonical connector	
CONNECTOR_MATRIX__TRUE_FALSE__TO__THE_PHRASE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	TO	THE_PHRASE	the phrase 		true	to	false	true to false	NONE		the phrase true to false	5	["the", " phrase", " true", " to", " false"]	[1169, 9546, 2081, 284, 3991]	4	1	5	 false	-0.150144	1.299313	1.449457	1790	1.87314	-0.573827	1.299313	5	 false	2073	3.233148	-1.933836	2073	0	3.233148	0.115684	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__BY__THE_PHRASE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	BY	THE_PHRASE	the phrase 		true	by	false	true by false	NONE		the phrase true by false	5	["the", " phrase", " true", " by", " false"]	[1169, 9546, 2081, 416, 3991]	4	1	5	 false	-0.04402	0.386615	0.430636	1888	1.927735	-1.54112	0.386615	5	 false	2073	3.233148	-2.846533	2073	0	3.233148	0.489397	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__AFTER__THE_PHRASE__NONE	CONNECTOR_MATRIX	TRUE_FALSE	AFTER	THE_PHRASE	the phrase 		true	after	false	true after false	NONE		the phrase true after false	5	["the", " phrase", " true", " after", " false"]	[1169, 9546, 2081, 706, 3991]	4	1	5	 false	-0.047848	0.723064	0.770912	1790	1.840684	-1.117621	0.723064	5	 false	2073	3.233148	-2.510085	2073	0	3.233148	0.489397	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__AND__THEY_SAID__NONE	CONNECTOR_MATRIX	TRUE_FALSE	AND	THEY_SAID	they said 		true	and	false	true and false	NONE		they said true and false	5	["they", " said", " true", " and", " false"]	[9930, 531, 2081, 290, 3991]	4	1	5	 false	-0.015609	3.517012	3.532621	2659	4.498364	-0.981352	3.517012	5	 false	2659	4.498364	-0.981352	2659	0	4.498364	0.981352	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__OR__THEY_SAID__NONE	CONNECTOR_MATRIX	TRUE_FALSE	OR	THEY_SAID	they said 		true	or	false	true or false	NONE		they said true or false	5	["they", " said", " true", " or", " false"]	[9930, 531, 2081, 393, 3991]	4	1	5	 false	-0.001182	3.831132	3.832314	2659	4.062724	-0.231591	3.831132	5	 false	2659	4.062724	-0.231591	2659	0	4.062724	0.231591	1	OR	canonical connector	
CONNECTOR_MATRIX__TRUE_FALSE__TO__THEY_SAID__NONE	CONNECTOR_MATRIX	TRUE_FALSE	TO	THEY_SAID	they said 		true	to	false	true to false	NONE		they said true to false	5	["they", " said", " true", " to", " false"]	[9930, 531, 2081, 284, 3991]	4	1	5	 false	-0.167672	1.281175	1.448847	143	1.89942	-0.618245	1.281175	5	 false	2505	2.954139	-1.672963	2505	0	2.954139	0.079709	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__BY__THEY_SAID__NONE	CONNECTOR_MATRIX	TRUE_FALSE	BY	THEY_SAID	they said 		true	by	false	true by false	NONE		they said true by false	5	["they", " said", " true", " by", " false"]	[9930, 531, 2081, 416, 3991]	4	1	5	 false	-0.053924	0.1906	0.244524	143	1.908221	-1.717621	0.1906	5	 false	2256	2.36087	-2.17027	2256	0	2.36087	0.053377	1	OR	connector substitution	
CONNECTOR_MATRIX__TRUE_FALSE__AFTER__THEY_SAID__NONE	CONNECTOR_MATRIX	TRUE_FALSE	AFTER	THEY_SAID	they said 		true	after	false	true after false	NONE		they said true after false	5	["they", " said", " true", " after", " false"]	[9930, 531, 2081, 706, 3991]	4	1	5	 false	-0.042047	0.739629	0.781677	1512	1.790411	-1.050782	0.739629	5	 false	2256	2.36087	-1.621241	2256	0	2.36087	0.053377	1	OR	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE	CONNECTOR_MATRIX	EAST_WEST	AND	BARE			east	and	west	east and west	NONE		east and west	3	["east", " and", " west"]	[23316, 290, 7421]	2	1	3	 west	-0.014109	4.337458	4.351567	2659	4.051827	0.28563	4.337458	3	 west	2659	4.051827	0.28563	541	1	4.337458	0.28563	1	AND	canonical connector	
CONNECTOR_MATRIX__EAST_WEST__OR__BARE__NONE	CONNECTOR_MATRIX	EAST_WEST	OR	BARE			east	or	west	east or west	NONE		east or west	3	["east", " or", " west"]	[23316, 393, 7421]	2	1	3	 west	-0.000282	4.398123	4.398405	2659	4.057705	0.340418	4.398123	3	 west	2659	4.057705	0.340418	541	1	4.398123	0.340418	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__TO__BARE__NONE	CONNECTOR_MATRIX	EAST_WEST	TO	BARE			east	to	west	east to west	NONE		east to west	3	["east", " to", " west"]	[23316, 284, 7421]	2	1	3	 west	-0.013882	4.147263	4.161145	2659	3.160778	0.986484	4.147263	3	 west	2659	3.160778	0.986484	541	1	4.147263	0.986484	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__BY__BARE__NONE	CONNECTOR_MATRIX	EAST_WEST	BY	BARE			east	by	west	east by west	NONE		east by west	3	["east", " by", " west"]	[23316, 416, 7421]	2	1	3	 west	-0.079978	3.212046	3.292024	971	2.564549	0.647497	3.212046	3	 west	1888	2.726688	0.485358	541	1	3.212046	0.485358	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__AFTER__BARE__NONE	CONNECTOR_MATRIX	EAST_WEST	AFTER	BARE			east	after	west	east after west	NONE		east after west	3	["east", " after", " west"]	[23316, 706, 7421]	2	1	3	 west	-0.03715	2.636047	2.673197	2496	2.684707	-0.04866	2.636047	3	 west	1888	2.726688	-0.090641	1888	0	2.726688	0.041981	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__AND__V9_SPACE__NONE	CONNECTOR_MATRIX	EAST_WEST	AND	V9_SPACE		 	east	and	west	east and west	NONE		 east and west	3	[" east", " and", " west"]	[7627, 290, 7421]	2	1	3	 west	-0.007052	4.19714	4.204192	2659	3.803179	0.39396	4.19714	3	 west	2659	3.803179	0.39396	541	1	4.19714	0.39396	1	AND	canonical connector	
CONNECTOR_MATRIX__EAST_WEST__OR__V9_SPACE__NONE	CONNECTOR_MATRIX	EAST_WEST	OR	V9_SPACE		 	east	or	west	east or west	NONE		 east or west	3	[" east", " or", " west"]	[7627, 393, 7421]	2	1	3	 west	-0.000127	4.633291	4.633418	2659	4.088675	0.544615	4.633291	3	 west	2659	4.088675	0.544615	541	1	4.633291	0.544615	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__TO__V9_SPACE__NONE	CONNECTOR_MATRIX	EAST_WEST	TO	V9_SPACE		 	east	to	west	east to west	NONE		 east to west	3	[" east", " to", " west"]	[7627, 284, 7421]	2	1	3	 west	-0.012613	4.682922	4.695536	2659	3.331731	1.351192	4.682922	3	 west	2659	3.331731	1.351192	541	1	4.682922	1.351192	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__BY__V9_SPACE__NONE	CONNECTOR_MATRIX	EAST_WEST	BY	V9_SPACE		 	east	by	west	east by west	NONE		 east by west	3	[" east", " by", " west"]	[7627, 416, 7421]	2	1	3	 west	-0.089659	3.944178	4.033838	2659	2.965905	0.978273	3.944178	3	 west	1888	3.051952	0.892226	541	1	3.944178	0.892226	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__AFTER__V9_SPACE__NONE	CONNECTOR_MATRIX	EAST_WEST	AFTER	V9_SPACE		 	east	after	west	east after west	NONE		 east after west	3	[" east", " after", " west"]	[7627, 706, 7421]	2	1	3	 west	-0.019792	3.01163	3.031422	2496	2.965687	0.045943	3.01163	3	 west	1888	3.051952	-0.040323	1888	0	3.051952	0.040323	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX	EAST_WEST	AND	THE_PHRASE	the phrase 		east	and	west	east and west	NONE		the phrase east and west	5	["the", " phrase", " east", " and", " west"]	[1169, 9546, 7627, 290, 7421]	4	1	5	 west	-0.020724	4.544095	4.564819	2659	4.44609	0.098005	4.544095	5	 west	2659	4.44609	0.098005	541	1	4.544095	0.098005	1	AND	canonical connector	
CONNECTOR_MATRIX__EAST_WEST__OR__THE_PHRASE__NONE	CONNECTOR_MATRIX	EAST_WEST	OR	THE_PHRASE	the phrase 		east	or	west	east or west	NONE		the phrase east or west	5	["the", " phrase", " east", " or", " west"]	[1169, 9546, 7627, 393, 7421]	4	1	5	 west	-0.00026	4.202471	4.202731	2659	4.116701	0.08577	4.202471	5	 west	2659	4.116701	0.08577	541	1	4.202471	0.08577	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__TO__THE_PHRASE__NONE	CONNECTOR_MATRIX	EAST_WEST	TO	THE_PHRASE	the phrase 		east	to	west	east to west	NONE		the phrase east to west	5	["the", " phrase", " east", " to", " west"]	[1169, 9546, 7627, 284, 7421]	4	1	5	 west	-0.027222	4.042213	4.069436	2659	3.394297	0.647916	4.042213	5	 west	2659	3.394297	0.647916	541	1	4.042213	0.647916	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__BY__THE_PHRASE__NONE	CONNECTOR_MATRIX	EAST_WEST	BY	THE_PHRASE	the phrase 		east	by	west	east by west	NONE		the phrase east by west	5	["the", " phrase", " east", " by", " west"]	[1169, 9546, 7627, 416, 7421]	4	1	5	 west	-0.095706	3.150171	3.245876	2659	2.765696	0.384475	3.150171	5	 west	2073	3.233148	-0.082978	2073	0	3.233148	0.082978	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__AFTER__THE_PHRASE__NONE	CONNECTOR_MATRIX	EAST_WEST	AFTER	THE_PHRASE	the phrase 		east	after	west	east after west	NONE		the phrase east after west	5	["the", " phrase", " east", " after", " west"]	[1169, 9546, 7627, 706, 7421]	4	1	5	 west	-0.029086	1.804832	1.833918	2496	2.264401	-0.459569	1.804832	5	 west	2073	3.233148	-1.428316	2073	0	3.233148	0.489397	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__AND__THEY_SAID__NONE	CONNECTOR_MATRIX	EAST_WEST	AND	THEY_SAID	they said 		east	and	west	east and west	NONE		they said east and west	5	["they", " said", " east", " and", " west"]	[9930, 531, 7627, 290, 7421]	4	1	5	 west	-0.02169	4.552059	4.57375	2659	4.244759	0.3073	4.552059	5	 west	2659	4.244759	0.3073	541	1	4.552059	0.3073	1	AND	canonical connector	
CONNECTOR_MATRIX__EAST_WEST__OR__THEY_SAID__NONE	CONNECTOR_MATRIX	EAST_WEST	OR	THEY_SAID	they said 		east	or	west	east or west	NONE		they said east or west	5	["they", " said", " east", " or", " west"]	[9930, 531, 7627, 393, 7421]	4	1	5	 west	-6.5e-05	4.299919	4.299984	2659	4.040295	0.259624	4.299919	5	 west	2659	4.040295	0.259624	541	1	4.299919	0.259624	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__TO__THEY_SAID__NONE	CONNECTOR_MATRIX	EAST_WEST	TO	THEY_SAID	they said 		east	to	west	east to west	NONE		they said east to west	5	["they", " said", " east", " to", " west"]	[9930, 531, 7627, 284, 7421]	4	1	5	 west	-0.016695	4.742898	4.759593	2659	3.731943	1.010955	4.742898	5	 west	2659	3.731943	1.010955	541	1	4.742898	1.010955	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__BY__THEY_SAID__NONE	CONNECTOR_MATRIX	EAST_WEST	BY	THEY_SAID	they said 		east	by	west	east by west	NONE		they said east by west	5	["they", " said", " east", " by", " west"]	[9930, 531, 7627, 416, 7421]	4	1	5	 west	-0.056168	3.304029	3.360197	2659	2.73091	0.573119	3.304029	5	 west	2659	2.73091	0.573119	541	1	3.304029	0.573119	1	AND	connector substitution	
CONNECTOR_MATRIX__EAST_WEST__AFTER__THEY_SAID__NONE	CONNECTOR_MATRIX	EAST_WEST	AFTER	THEY_SAID	they said 		east	after	west	east after west	NONE		they said east after west	5	["they", " said", " east", " after", " west"]	[9930, 531, 7627, 706, 7421]	4	1	5	 west	-0.020517	2.416426	2.436944	2496	3.008599	-0.592173	2.416426	5	 west	2496	3.008599	-0.592173	2496	0	3.008599	0.592173	1	AND	connector substitution	
PAIR_PANEL__PAIR_01__CONVENTIONAL__BARE__NONE	PAIR_PANEL	PAIR_01	CONVENTIONAL	BARE			salt	and	pepper	salt and pepper	NONE		salt and pepper	4	["s", "alt", " and", " pepper"]	[82, 2501, 290, 13385]	3	1	4	 pepper	-0.039054	2.687326	2.726381	2659	3.310699	-0.623372	2.687326	4	 pepper	2659	3.310699	-0.623372	2659	0	3.310699	0.434526	1	CONVENTIONAL	held out from v9 certificate sample	SALT_PEPPER
PAIR_PANEL__PAIR_01__CONVENTIONAL__V9_SPACE__NONE	PAIR_PANEL	PAIR_01	CONVENTIONAL	V9_SPACE		 	salt	and	pepper	salt and pepper	NONE		 salt and pepper	3	[" salt", " and", " pepper"]	[8268, 290, 13385]	2	1	3	 pepper	-0.015858	2.29244	2.308299	2659	2.433798	-0.141357	2.29244	3	 pepper	1888	3.188884	-0.896444	1888	0	3.188884	0.501709	1	CONVENTIONAL	held out from v9 certificate sample	SALT_PEPPER
PAIR_PANEL__PAIR_01__CONVENTIONAL__THE_PHRASE__NONE	PAIR_PANEL	PAIR_01	CONVENTIONAL	THE_PHRASE	the phrase 		salt	and	pepper	salt and pepper	NONE		the phrase salt and pepper	5	["the", " phrase", " salt", " and", " pepper"]	[1169, 9546, 8268, 290, 13385]	4	1	5	 pepper	-0.018013	2.098263	2.116276	2659	2.377449	-0.279186	2.098263	5	 pepper	2073	3.233145	-1.134882	2073	0	3.233145	0.48939	1	CONVENTIONAL	held out from v9 certificate sample	SALT_PEPPER
