# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	794
comparison_id	comparison_type	branch	seed_id	carrier_id	baseline_variant	variant	baseline_case_id	case_id	baseline_string	string	strict_token_position_match	baseline_pre_second_body_tokens	pre_second_body_tokens	baseline_second_realised_tokens	second_realised_tokens	raw_completion_541_change	raw_completion_increment_change	peak_541_change	signed_541_margin_change	baseline_dest	dest	baseline_retained_541	retained_541	retention_changed	completion_token_match	second_token_count_match
CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	V9_SPACE	BARE	V9_SPACE	CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE	CORE_FACTORIAL__HERE_THERE__CC__V9_SPACE__NONE	here and there	 here and there	0	2	2	1	1	-0.357373	-0.361808	-0.357373	-0.622677	541	541	1	1	0	1	1
CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	THE_PHRASE	BARE	THE_PHRASE	CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE	CORE_FACTORIAL__HERE_THERE__CC__THE_PHRASE__NONE	here and there	the phrase here and there	0	2	4	1	1	-0.031276	-0.043247	-0.031276	-0.633653	541	541	1	1	0	1	1
CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	THEY_SAID	BARE	THEY_SAID	CORE_FACTORIAL__HERE_THERE__CC__BARE__NONE	CORE_FACTORIAL__HERE_THERE__CC__THEY_SAID__NONE	here and there	they said here and there	0	2	4	1	1	0.060027	0.059105	0.060027	-0.237772	541	541	1	1	0	1	1
CORE_FACTORIAL__HERE_THERE__CA__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	V9_SPACE	BARE	V9_SPACE	CORE_FACTORIAL__HERE_THERE__CA__BARE__NONE	CORE_FACTORIAL__HERE_THERE__CA__V9_SPACE__NONE	here and forest	 here and forest	0	2	2	1	1	-0.011269	-0.015704	0.0	0.021581	1888	1888	0	0	0	1	1
CORE_FACTORIAL__HERE_THERE__CA__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	THE_PHRASE	BARE	THE_PHRASE	CORE_FACTORIAL__HERE_THERE__CA__BARE__NONE	CORE_FACTORIAL__HERE_THERE__CA__THE_PHRASE__NONE	here and forest	the phrase here and forest	0	2	4	1	1	-0.003258	-0.015229	0.0	-0.224682	1888	2073	0	0	0	1	1
CORE_FACTORIAL__HERE_THERE__CA__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	THEY_SAID	BARE	THEY_SAID	CORE_FACTORIAL__HERE_THERE__CA__BARE__NONE	CORE_FACTORIAL__HERE_THERE__CA__THEY_SAID__NONE	here and forest	they said here and forest	0	2	4	1	1	0.018384	0.017463	0.0	0.18887	1888	1888	0	0	0	1	1
CORE_FACTORIAL__HERE_THERE__AC__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	V9_SPACE	BARE	V9_SPACE	CORE_FACTORIAL__HERE_THERE__AC__BARE__NONE	CORE_FACTORIAL__HERE_THERE__AC__V9_SPACE__NONE	marble and there	 marble and there	0	3	2	1	1	0.020391	0.011646	0.0	-0.736844	1790	1888	0	0	0	1	1
CORE_FACTORIAL__HERE_THERE__AC__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	THE_PHRASE	BARE	THE_PHRASE	CORE_FACTORIAL__HERE_THERE__AC__BARE__NONE	CORE_FACTORIAL__HERE_THERE__AC__THE_PHRASE__NONE	marble and there	the phrase marble and there	0	3	4	1	1	0.021249	-0.004025	0.0	-0.31471	1790	2073	0	0	0	1	1
CORE_FACTORIAL__HERE_THERE__AC__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	THEY_SAID	BARE	THEY_SAID	CORE_FACTORIAL__HERE_THERE__AC__BARE__NONE	CORE_FACTORIAL__HERE_THERE__AC__THEY_SAID__NONE	marble and there	they said marble and there	0	3	4	1	1	0.055673	0.0323	0.0	0.333969	1790	1888	0	0	0	1	1
CORE_FACTORIAL__HERE_THERE__AA__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	V9_SPACE	BARE	V9_SPACE	CORE_FACTORIAL__HERE_THERE__AA__BARE__NONE	CORE_FACTORIAL__HERE_THERE__AA__V9_SPACE__NONE	marble and forest	 marble and forest	0	3	2	1	1	0.190623	0.181879	0.190623	-0.546221	1790	1888	0	0	0	1	1
CORE_FACTORIAL__HERE_THERE__AA__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	THE_PHRASE	BARE	THE_PHRASE	CORE_FACTORIAL__HERE_THERE__AA__BARE__NONE	CORE_FACTORIAL__HERE_THERE__AA__THE_PHRASE__NONE	marble and forest	the phrase marble and forest	0	3	4	1	1	-0.105824	-0.131096	-0.105824	-0.420534	1790	2073	0	0	0	1	1
CORE_FACTORIAL__HERE_THERE__AA__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CORE_FACTORIAL	HERE_THERE	THEY_SAID	BARE	THEY_SAID	CORE_FACTORIAL__HERE_THERE__AA__BARE__NONE	CORE_FACTORIAL__HERE_THERE__AA__THEY_SAID__NONE	marble and forest	they said marble and forest	0	3	4	1	1	-0.043865	-0.067237	-0.043865	0.290104	1790	1888	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	BARE	V9_SPACE	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__V9_SPACE__NONE	here and there	 here and there	0	2	2	1	1	-0.357373	-0.361808	-0.357373	-0.622677	541	541	1	1	0	1	1
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	BARE	THE_PHRASE	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THE_PHRASE__NONE	here and there	the phrase here and there	0	2	4	1	1	-0.031276	-0.043247	-0.031276	-0.633653	541	541	1	1	0	1	1
ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	BARE	THEY_SAID	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__FULL_FRAME__THEY_SAID__NONE	here and there	they said here and there	0	2	4	1	1	0.060027	0.059105	0.060027	-0.237772	541	541	1	1	0	1	1
ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	BARE	V9_SPACE	ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__V9_SPACE__NONE	there	 there	0	0	0	1	1	-0.064974	-0.064974	0.0	-0.382484	1888	1888	0	0	0	0	1
ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	BARE	THE_PHRASE	ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__THE_PHRASE__NONE	there	the phrase there	0	0	2	1	1	0.062731	0.118213	0.0	-0.711506	1888	2073	0	0	0	0	1
ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	BARE	THEY_SAID	ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__SECOND_ONLY__THEY_SAID__NONE	there	they said there	0	0	2	1	1	0.036433	0.074711	0.0	0.160772	1888	2256	0	0	0	0	1
ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	BARE	V9_SPACE	ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__V9_SPACE__NONE	and there	 and there	0	1	1	1	1	0.026227	0.032352	0.0	-0.459244	1790	1790	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	BARE	THE_PHRASE	ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__THE_PHRASE__NONE	and there	the phrase and there	0	1	3	1	1	-0.011716	-0.029201	0.0	-0.747765	1790	2073	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	BARE	THEY_SAID	ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__CONNECTOR_SECOND__THEY_SAID__NONE	and there	they said and there	0	1	3	1	1	-0.007485	-0.0087	0.0	-0.106941	1790	1953	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	BARE	V9_SPACE	ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__V9_SPACE__NONE	here there	 here there	0	1	1	1	1	0.20408	0.222658	0.036398	-0.275139	3017	464	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	BARE	THE_PHRASE	ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__THE_PHRASE__NONE	here there	the phrase here there	0	1	3	1	1	0.057702	0.022407	0.0	-0.648609	3017	2073	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	BARE	THEY_SAID	ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_SECOND__THEY_SAID__NONE	here there	they said here there	0	1	3	1	1	-0.002098	0.050158	0.0	0.223669	3017	2256	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	BARE	V9_SPACE	ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__V9_SPACE__NONE	marble there	 marble there	0	2	1	1	1	0.049546	0.090801	0.0	-0.736844	1790	1888	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	BARE	THE_PHRASE	ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__THE_PHRASE__NONE	marble there	the phrase marble there	0	2	3	1	1	0.08299	0.026804	0.0	-0.31471	1790	2073	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	BARE	THEY_SAID	ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__ARBFIRST_SECOND__THEY_SAID__NONE	marble there	they said marble there	0	2	3	1	1	0.104448	0.092861	0.0	0.333969	1790	1888	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	BARE	V9_SPACE	ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__V9_SPACE__NONE	here here	 here here	0	1	1	1	1	-0.001267	0.017312	0.0	-0.311536	3017	464	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	BARE	THE_PHRASE	ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__THE_PHRASE__NONE	here here	the phrase here here	0	1	3	1	1	0.052828	0.017535	0.0	-0.648609	3017	2073	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	BARE	THEY_SAID	ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__FIRST_REPEAT__THEY_SAID__NONE	here here	they said here here	0	1	3	1	1	-0.010586	0.041671	0.0	0.223669	3017	2256	0	0	0	1	1
ENDPOINT_CONTROL__HERE_THERE__REVERSED__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	V9_SPACE	BARE	V9_SPACE	ENDPOINT_CONTROL__HERE_THERE__REVERSED__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__REVERSED__V9_SPACE__NONE	there and here	 there and here	0	2	2	1	1	-0.116301	-0.128182	-0.116301	-0.237134	541	541	1	1	0	1	1
ENDPOINT_CONTROL__HERE_THERE__REVERSED__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THE_PHRASE	BARE	THE_PHRASE	ENDPOINT_CONTROL__HERE_THERE__REVERSED__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__REVERSED__THE_PHRASE__NONE	there and here	the phrase there and here	0	2	4	1	1	-0.334628	-0.358944	-0.334628	-0.784483	541	2073	1	0	1	1	1
ENDPOINT_CONTROL__HERE_THERE__REVERSED__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	ENDPOINT_CONTROL	HERE_THERE	THEY_SAID	BARE	THEY_SAID	ENDPOINT_CONTROL__HERE_THERE__REVERSED__BARE__NONE	ENDPOINT_CONTROL__HERE_THERE__REVERSED__THEY_SAID__NONE	there and here	they said there and here	0	2	4	1	1	-0.560502	-0.56814	-0.560502	-0.495418	541	2659	1	0	1	1	1
CORE_FACTORIAL__RIGHT_LEFT__CC__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	V9_SPACE	BARE	V9_SPACE	CORE_FACTORIAL__RIGHT_LEFT__CC__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__CC__V9_SPACE__NONE	right and left	 right and left	0	2	2	1	1	0.401978	0.392795	0.401978	0.165011	541	541	1	1	0	1	1
CORE_FACTORIAL__RIGHT_LEFT__CC__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	THE_PHRASE	BARE	THE_PHRASE	CORE_FACTORIAL__RIGHT_LEFT__CC__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__CC__THE_PHRASE__NONE	right and left	the phrase right and left	0	2	4	1	1	0.349769	0.33423	0.349769	-0.362896	541	2659	1	0	1	1	1
CORE_FACTORIAL__RIGHT_LEFT__CC__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	THEY_SAID	BARE	THEY_SAID	CORE_FACTORIAL__RIGHT_LEFT__CC__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__CC__THEY_SAID__NONE	right and left	they said right and left	0	2	4	1	1	0.25049	0.228887	0.25049	-0.397422	541	2659	1	0	1	1	1
CORE_FACTORIAL__RIGHT_LEFT__CA__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	V9_SPACE	BARE	V9_SPACE	CORE_FACTORIAL__RIGHT_LEFT__CA__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__CA__V9_SPACE__NONE	right and violin	 right and violin	0	2	2	1	1	-0.214613	-0.223797	-0.105878	-0.491092	1888	1888	0	0	0	1	1
CORE_FACTORIAL__RIGHT_LEFT__CA__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	THE_PHRASE	BARE	THE_PHRASE	CORE_FACTORIAL__RIGHT_LEFT__CA__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__CA__THE_PHRASE__NONE	right and violin	the phrase right and violin	0	2	4	1	1	-0.217765	-0.233305	-0.105878	-0.611043	1888	2073	0	0	0	1	1
CORE_FACTORIAL__RIGHT_LEFT__CA__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	THEY_SAID	BARE	THEY_SAID	CORE_FACTORIAL__RIGHT_LEFT__CA__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__CA__THEY_SAID__NONE	right and violin	they said right and violin	0	2	4	1	1	-0.275642	-0.297245	-0.105878	-0.37606	1888	1959	0	0	0	1	1
CORE_FACTORIAL__RIGHT_LEFT__AC__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	V9_SPACE	BARE	V9_SPACE	CORE_FACTORIAL__RIGHT_LEFT__AC__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__AC__V9_SPACE__NONE	garden and left	 garden and left	0	3	2	1	1	0.019245	0.018982	0.0	-0.850137	1888	1888	0	0	0	1	1
CORE_FACTORIAL__RIGHT_LEFT__AC__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	THE_PHRASE	BARE	THE_PHRASE	CORE_FACTORIAL__RIGHT_LEFT__AC__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__AC__THE_PHRASE__NONE	garden and left	the phrase garden and left	0	3	4	1	1	0.03723	0.027994	0.0	-0.290375	1888	2073	0	0	0	1	1
CORE_FACTORIAL__RIGHT_LEFT__AC__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	THEY_SAID	BARE	THEY_SAID	CORE_FACTORIAL__RIGHT_LEFT__AC__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__AC__THEY_SAID__NONE	garden and left	they said garden and left	0	3	4	1	1	0.018112	0.018771	0.0	-0.054173	1888	1888	0	0	0	1	1
CORE_FACTORIAL__RIGHT_LEFT__AA__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	V9_SPACE	BARE	V9_SPACE	CORE_FACTORIAL__RIGHT_LEFT__AA__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__AA__V9_SPACE__NONE	garden and violin	 garden and violin	0	3	2	1	1	-0.012822	-0.013085	-0.012822	-0.862959	1888	1888	0	0	0	1	1
CORE_FACTORIAL__RIGHT_LEFT__AA__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	THE_PHRASE	BARE	THE_PHRASE	CORE_FACTORIAL__RIGHT_LEFT__AA__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__AA__THE_PHRASE__NONE	garden and violin	the phrase garden and violin	0	3	4	1	1	-0.220928	-0.230164	-0.220928	-0.511302	1888	2073	0	0	0	1	1
CORE_FACTORIAL__RIGHT_LEFT__AA__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CORE_FACTORIAL	RIGHT_LEFT	THEY_SAID	BARE	THEY_SAID	CORE_FACTORIAL__RIGHT_LEFT__AA__BARE__NONE	CORE_FACTORIAL__RIGHT_LEFT__AA__THEY_SAID__NONE	garden and violin	they said garden and violin	0	3	4	1	1	0.291201	0.29186	0.291201	0.237029	1888	1888	0	0	0	1	1
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	ENDPOINT_CONTROL	RIGHT_LEFT	V9_SPACE	BARE	V9_SPACE	ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__V9_SPACE__NONE	right and left	 right and left	0	2	2	1	1	0.401978	0.392795	0.401978	0.165011	541	541	1	1	0	1	1
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	ENDPOINT_CONTROL	RIGHT_LEFT	THE_PHRASE	BARE	THE_PHRASE	ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THE_PHRASE__NONE	right and left	the phrase right and left	0	2	4	1	1	0.349769	0.33423	0.349769	-0.362896	541	2659	1	0	1	1	1
ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	ENDPOINT_CONTROL	RIGHT_LEFT	THEY_SAID	BARE	THEY_SAID	ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL__RIGHT_LEFT__FULL_FRAME__THEY_SAID__NONE	right and left	they said right and left	0	2	4	1	1	0.25049	0.228887	0.25049	-0.397422	541	2659	1	0	1	1	1
ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	ENDPOINT_CONTROL	RIGHT_LEFT	V9_SPACE	BARE	V9_SPACE	ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__BARE__NONE	ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__V9_SPACE__NONE	left	 left	0	0	0	1	1	-0.030216	-0.030216	0.0	-0.351311	1888	1888	0	0	0	0	1
ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	ENDPOINT_CONTROL	RIGHT_LEFT	THE_PHRASE	BARE	THE_PHRASE	ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__BARE__NONE	ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__THE_PHRASE__NONE	left	the phrase left	0	0	2	1	1	0.003492	0.058974	0.0	-0.460389	1888	2073	0	0	0	0	1
ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	ENDPOINT_CONTROL	RIGHT_LEFT	THEY_SAID	BARE	THEY_SAID	ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__BARE__NONE	ENDPOINT_CONTROL__RIGHT_LEFT__SECOND_ONLY__THEY_SAID__NONE	left	they said left	0	0	2	1	1	-0.016418	0.021859	0.0	0.411889	1888	2256	0	0	0	0	1
ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	ENDPOINT_CONTROL	RIGHT_LEFT	V9_SPACE	BARE	V9_SPACE	ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__BARE__NONE	ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__V9_SPACE__NONE	and left	 and left	0	1	1	1	1	0.005114	0.01124	0.0	-0.439141	2052	1790	0	0	0	1	1
ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	ENDPOINT_CONTROL	RIGHT_LEFT	THE_PHRASE	BARE	THE_PHRASE	ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__BARE__NONE	ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__THE_PHRASE__NONE	and left	the phrase and left	0	1	3	1	1	0.03803	0.020545	0.0	-0.727662	2052	2073	0	0	0	1	1
ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	ENDPOINT_CONTROL	RIGHT_LEFT	THEY_SAID	BARE	THEY_SAID	ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__BARE__NONE	ENDPOINT_CONTROL__RIGHT_LEFT__CONNECTOR_SECOND__THEY_SAID__NONE	and left	they said and left	0	1	3	1	1	0.306228	0.305012	0.174985	0.088147	2052	1953	0	0	0	1	1
ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	ENDPOINT_CONTROL	RIGHT_LEFT	V9_SPACE	BARE	V9_SPACE	ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__V9_SPACE__NONE	right left	 right left	0	1	1	1	1	0.14463	0.163402	0.0	-0.03905	2463	2463	0	0	0	1	1
ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	ENDPOINT_CONTROL	RIGHT_LEFT	THE_PHRASE	BARE	THE_PHRASE	ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL__RIGHT_LEFT__FIRST_SECOND__THE_PHRASE__NONE	right left	the phrase right left	0	1	3	1	1	-0.003199	-0.010034	0.0	0.170482	2463	2073	0	0	0	1	1
